Order_ID,Order_Date,UF,Region,Category,Subcategory,Quantity,Subtotal,Discount,P_Service,Total,Payment_Method,Purchase_Status,Services,D_Forecast,D_Date
ORD004248,2024-05-04,RJ,Sudeste,Moda,Vestidos,1,464.32,0.05,20.16,461.26,Cartão de Crédito,Confirmado,Scheduled,2024-05-12,2024-05-14
ORD004249,2024-02-03,MG,Sudeste,Esportes,Equipamentos,1,300.57,0.0,34.71,335.28,Cartão de Crédito,Confirmado,Standard,2024-02-15,2024-02-16
ORD004250,2024-02-14,AM,Norte,Eletrônicos,Smartphones,1,1515.27,0.0,50.32,1565.59,Boleto,Cancelado,Standard,2024-02-25,
ORD004251,2024-01-07,ES,Sudeste,Casa e Decoração,Têxtil,1,1634.64,0.05,20.61,1573.52,Boleto,Confirmado,Standard,2024-01-12,2024-01-13
ORD004252,2024-02-06,MG,Sudeste,Esportes,Acessórios,1,354.51,0.05,20.82,357.61,PIX,Confirmado,Standard,2024-02-12,2024-02-25
ORD004253,2024-06-18,PA,Norte,Eletrônicos,Smartwatches,1,2181.42,0.0,40.94,2222.36,Cartão de Crédito,Confirmado,Standard,2024-06-27,2024-06-28
ORD004254,2024-03-03,SP,Sudeste,Moda,Calças,1,385.55,0.05,45.95,412.22,Cartão de Crédito,Confirmado,Scheduled,2024-03-06,2024-03-08
ORD004255,2024-02-11,MG,Sudeste,Eletrônicos,Smartphones,1,1824.79,0.2,44.06,1503.9,Cartão de Débito,Cancelado,Same-Day,2024-02-11,
ORD004256,2024-01-02,BA,Nordeste,Moda,Calças,2,308.05,0.1,39.12,316.37,Cartão de Crédito,Confirmado,Standard,2024-01-09,2024-01-10
ORD004257,2024-01-26,ES,Sudeste,Eletrônicos,Fones de Ouvido,2,4729.72,0.15,37.69,4057.95,Cartão de Crédito,Confirmado,Standard,2024-02-04,2024-02-02
ORD004258,2024-06-13,GO,Centro-Oeste,Esportes,Equipamentos,1,602.59,0.0,19.64,622.23,Cartão de Crédito,Confirmado,Scheduled,2024-06-20,2024-06-18
ORD004259,2024-08-31,AM,Norte,Moda,Calçados,2,249.14,0.2,34.61,233.92,Cartão de Crédito,Confirmado,Standard,2024-09-06,2024-09-04
ORD004260,2024-04-05,PE,Nordeste,Casa e Decoração,Têxtil,2,2257.79,0.0,62.62,2320.41,Cartão de Crédito,Confirmado,Same-Day,2024-04-05,2024-04-05
ORD004261,2024-02-01,PE,Nordeste,Moda,Acessórios,1,455.14,0.0,97.38,552.52,PIX,Confirmado,Same-Day,2024-02-01,2024-02-08
ORD004262,2024-01-04,RJ,Sudeste,Moda,Calças,1,102.92,0.0,10.6,113.52,Boleto,Confirmado,Standard,2024-01-09,2024-01-07
ORD004263,2024-05-14,MG,Sudeste,Esportes,Calçados,1,573.18,0.0,47.08,620.26,Cartão de Crédito,Confirmado,Same-Day,2024-05-14,2024-05-23
ORD004264,2024-04-06,ES,Sudeste,Eletrônicos,Smartphones,1,2355.78,0.1,42.64,2162.84,Cartão de Débito,Confirmado,Same-Day,2024-04-06,2024-04-07
ORD004265,2024-04-06,MG,Sudeste,Casa e Decoração,Utensílios,3,699.32,0.0,18.77,718.09,Cartão de Débito,Confirmado,Standard,2024-04-11,2024-04-12
ORD004266,2024-03-24,BA,Nordeste,Esportes,Suplementos,1,662.28,0.0,26.29,688.57,Cartão de Crédito,Confirmado,Standard,2024-03-30,2024-03-30
ORD004267,2024-07-30,CE,Nordeste,Casa e Decoração,Utensílios,1,484.91,0.1,63.28,499.7,Cartão de Crédito,Confirmado,Same-Day,2024-07-30,2024-08-03
ORD004268,2024-08-06,PR,Sul,Casa e Decoração,Utensílios,1,662.06,0.0,23.68,685.74,Cartão de Crédito,Confirmado,Standard,2024-08-14,2024-08-15
ORD004269,2024-09-28,SP,Sudeste,Casa e Decoração,Decoração,1,1963.43,0.0,35.16,1998.59,Cartão de Crédito,Confirmado,Standard,2024-10-08,2024-10-08
ORD004270,2024-03-23,RJ,Sudeste,Eletrônicos,Smartphones,1,829.38,0.0,27.18,856.56,Boleto,Confirmado,Standard,2024-03-29,2024-03-29
ORD004271,2024-09-09,SC,Sul,Eletrônicos,Smartwatches,2,7024.43,0.0,31.46,7055.89,PIX,Confirmado,Same-Day,2024-09-09,2024-09-11
ORD004272,2024-08-08,RJ,Sudeste,Livros,Ficção,1,29.41,0.0,38.74,68.15,PIX,Confirmado,Same-Day,2024-08-08,2024-08-09
ORD004273,2024-02-15,SC,Sul,Esportes,Suplementos,1,548.86,0.0,14.74,563.6,Cartão de Crédito,Cancelado,Standard,2024-02-29,
ORD004274,2024-02-03,DF,Centro-Oeste,Casa e Decoração,Decoração,3,1880.96,0.0,43.25,1924.21,Cartão de Crédito,Confirmado,Standard,2024-02-10,2024-02-13
ORD004275,2024-08-18,SC,Sul,Livros,Técnicos,1,38.67,0.0,30.75,69.42,PIX,Confirmado,Standard,2024-08-26,2024-08-25
ORD004276,2024-09-12,PR,Sul,Livros,Técnicos,1,23.31,0.0,12.74,36.05,Cartão de Crédito,Cancelado,Standard,2024-09-20,
ORD004277,2024-10-06,ES,Sudeste,Moda,Calças,1,123.3,0.0,29.32,152.62,Cartão de Crédito,Confirmado,Standard,2024-10-16,2024-10-17
ORD004278,2024-10-27,MG,Sudeste,Eletrônicos,Tablets,1,2429.93,0.15,30.75,2096.19,Cartão de Débito,Confirmado,Standard,2024-11-03,2024-11-07
ORD004279,2024-07-28,PE,Nordeste,Livros,Técnicos,1,28.97,0.0,97.75,126.72,Cartão de Crédito,Confirmado,Same-Day,2024-07-28,2024-07-28
ORD004280,2024-07-25,PE,Nordeste,Livros,Infantis,1,129.36,0.0,35.29,164.65,Cartão de Crédito,Confirmado,Standard,2024-08-03,2024-08-04
ORD004281,2024-03-19,MG,Sudeste,Livros,Infantis,1,141.28,0.1,38.73,165.88,Cartão de Crédito,Confirmado,Standard,2024-03-24,2024-03-24
ORD004282,2024-01-13,AM,Norte,Moda,Vestidos,1,421.05,0.0,91.07,512.12,PIX,Confirmado,Same-Day,2024-01-13,2024-01-13
ORD004283,2024-07-14,AM,Norte,Moda,Calçados,3,757.96,0.1,30.14,712.31,PIX,Confirmado,Standard,2024-07-20,2024-07-18
ORD004284,2024-07-06,SP,Sudeste,Livros,Não-ficção,1,28.86,0.05,70.67,98.09,Cartão de Débito,Confirmado,Same-Day,2024-07-06,2024-07-06
ORD004285,2024-03-18,DF,Centro-Oeste,Moda,Calças,1,435.7,0.0,31.34,467.04,Cartão de Crédito,Confirmado,Standard,2024-03-30,2024-03-30
ORD004286,2024-02-18,SP,Sudeste,Livros,Infantis,2,127.33,0.0,15.43,142.76,Cartão de Débito,Cancelado,Standard,2024-03-01,
ORD004287,2024-03-17,PR,Sul,Casa e Decoração,Utensílios,2,394.46,0.0,37.77,432.23,Cartão de Crédito,Confirmado,Standard,2024-03-23,2024-03-21
ORD004288,2024-01-12,PE,Nordeste,Livros,Não-ficção,1,105.14,0.05,46.47,146.36,Cartão de Crédito,Confirmado,Standard,2024-01-25,2024-01-29
ORD004289,2024-06-04,AM,Norte,Esportes,Suplementos,1,90.44,0.0,39.33,129.77,Cartão de Crédito,Confirmado,Standard,2024-06-10,2024-06-14
ORD004290,2024-04-26,RS,Sul,Livros,HQs,1,81.19,0.05,39.37,116.5,PIX,Confirmado,Standard,2024-05-10,2024-05-08
ORD004291,2024-09-12,BA,Nordeste,Livros,Não-ficção,1,109.05,0.0,50.99,160.04,Cartão de Crédito,Confirmado,Standard,2024-09-19,2024-09-21
ORD004292,2024-09-06,GO,Centro-Oeste,Eletrônicos,Tablets,1,4928.44,0.2,26.61,3969.36,Cartão de Crédito,Cancelado,Standard,2024-09-20,
ORD004293,2024-02-24,RJ,Sudeste,Casa e Decoração,Iluminação,1,188.29,0.0,32.59,220.88,PIX,Confirmado,Standard,2024-03-02,2024-03-02
ORD004294,2024-05-28,MG,Sudeste,Moda,Acessórios,2,273.07,0.1,30.59,276.35,PIX,Confirmado,Standard,2024-06-09,2024-06-07
ORD004295,2024-09-10,PA,Norte,Moda,Calçados,1,408.06,0.0,30.08,438.14,Cartão de Crédito,Confirmado,Standard,2024-09-22,2024-09-22
ORD004296,2024-09-08,SP,Sudeste,Casa e Decoração,Utensílios,1,127.83,0.0,33.27,161.1,Boleto,Confirmado,Standard,2024-09-18,2024-09-16
ORD004297,2024-06-22,GO,Centro-Oeste,Casa e Decoração,Têxtil,1,1537.15,0.0,42.54,1579.69,Cartão de Crédito,Cancelado,Standard,2024-06-30,
ORD004298,2024-08-07,DF,Centro-Oeste,Eletrônicos,Smartwatches,1,4971.6,0.0,78.2,5049.8,Cartão de Crédito,Confirmado,Same-Day,2024-08-07,2024-08-07
ORD004299,2024-03-07,CE,Nordeste,Casa e Decoração,Decoração,1,1706.28,0.0,50.52,1756.8,Cartão de Crédito,Cancelado,Standard,2024-03-16,
ORD004300,2024-07-10,PA,Norte,Moda,Vestidos,1,396.79,0.0,65.73,462.52,Boleto,Confirmado,Same-Day,2024-07-10,2024-07-13
ORD004301,2024-10-16,PE,Nordeste,Eletrônicos,Smartphones,1,2449.19,0.0,46.95,2496.14,PIX,Confirmado,Standard,2024-10-24,2024-10-22
ORD004302,2024-08-16,SC,Sul,Livros,Não-ficção,1,93.86,0.0,33.04,126.9,Cartão de Crédito,Confirmado,Standard,2024-08-25,2024-08-25
ORD004303,2024-04-17,SC,Sul,Moda,Vestidos,1,498.79,,16.13,514.92,Cartão de Crédito,Confirmado,Standard,2024-05-01,2024-05-02
ORD004304,2024-08-31,PA,Norte,Casa e Decoração,Têxtil,1,1505.9,0.0,40.63,1546.53,Cartão de Crédito,Confirmado,Standard,2024-09-12,2024-09-13
ORD004305,2024-06-23,DF,Centro-Oeste,Casa e Decoração,Utensílios,1,723.37,0.0,77.73,801.1,Cartão de Crédito,Confirmado,Same-Day,2024-06-23,2024-06-23
ORD004306,2024-03-06,SC,Sul,Esportes,Equipamentos,1,740.31,0.0,37.83,778.14,Cartão de Crédito,Confirmado,Standard,2024-03-13,2024-03-25
ORD004307,2024-10-30,DF,Centro-Oeste,Moda,Calças,1,103.89,0.0,68.49,172.38,Cartão de Crédito,Confirmado,Same-Day,2024-10-30,2024-11-03
ORD004308,2024-09-07,DF,Centro-Oeste,Livros,Ficção,1,31.92,0.1,32.48,61.2,Cartão de Crédito,Confirmado,Standard,2024-09-14,2024-09-15
ORD004309,2024-06-09,CE,Nordeste,Eletrônicos,Fones de Ouvido,1,4223.9,0.0,32.68,4256.58,Cartão de Débito,Confirmado,Standard,2024-06-18,2024-06-19
ORD004310,2024-03-16,DF,Centro-Oeste,Casa e Decoração,Móveis,1,512.43,0.0,37.11,549.54,Cartão de Crédito,Confirmado,Scheduled,2024-03-19,2024-03-23
ORD004311,2024-09-27,PE,Nordeste,Livros,HQs,1,66.82,0.05,38.55,102.03,Cartão de Crédito,Cancelado,Standard,2024-10-10,
ORD004312,2024-05-16,RJ,Sudeste,Livros,Infantis,1,104.36,0.05,36.09,135.23,Cartão de Crédito,Confirmado,Standard,2024-05-28,2024-06-03
ORD004313,2024-04-08,PA,Norte,Casa e Decoração,Utensílios,1,1442.82,0.0,43.98,1486.8,Cartão de Crédito,Confirmado,Standard,2024-04-13,2024-04-12
ORD004314,2024-07-05,AM,Norte,Eletrônicos,Fones de Ouvido,1,4653.82,0.0,29.94,4683.76,Cartão de Débito,Cancelado,Standard,2024-07-13,
ORD004315,2024-05-06,RS,Sul,Eletrônicos,Tablets,1,1897.46,0.0,11.34,1908.8,Cartão de Crédito,Confirmado,Standard,2024-05-16,2024-05-17
ORD004316,2024-07-01,AM,Norte,Esportes,Acessórios,1,704.63,0.05,19.84,689.24,PIX,Confirmado,Standard,2024-07-13,2024-07-11
ORD004317,2024-10-14,MG,Sudeste,Casa e Decoração,Decoração,1,158.95,0.0,22.04,180.99,PIX,Cancelado,Standard,2024-10-24,
ORD004318,2024-09-05,SC,Sul,Esportes,Calçados,2,529.82,0.0,24.66,554.48,Boleto,Confirmado,Scheduled,2024-09-11,2024-09-10
ORD004319,2024-04-12,AM,Norte,Moda,Acessórios,1,51.13,0.0,37.57,88.7,Cartão de Crédito,Confirmado,Standard,2024-04-26,2024-04-26
ORD004320,2024-03-02,PR,Sul,Eletrônicos,Notebooks,1,1998.99,0.0,54.17,2053.16,Cartão de Crédito,Confirmado,Same-Day,2024-03-02,2024-03-03
ORD004321,2024-09-25,PA,Norte,Esportes,Suplementos,2,872.67,0.0,50.58,923.25,Cartão de Crédito,Confirmado,Standard,2024-10-01,2024-10-02
ORD004322,2024-05-07,PA,Norte,Livros,Infantis,1,76.95,0.0,40.17,117.12,Cartão de Crédito,Cancelado,Standard,2024-05-20,
ORD004323,2024-01-06,PR,Sul,Casa e Decoração,Utensílios,1,156.98,0.0,17.81,174.79,Boleto,Confirmado,Standard,2024-01-12,2024-01-13
ORD004324,2024-03-14,PR,Sul,Eletrônicos,Smartphones,1,4872.4,0.1,75.11,4460.27,Boleto,Confirmado,Same-Day,2024-03-14,2024-03-14
ORD004325,2024-08-03,RJ,Sudeste,Casa e Decoração,Iluminação,1,1069.39,0.05,38.01,1053.93,Cartão de Crédito,Confirmado,Standard,2024-08-09,2024-08-12
ORD004326,2024-03-16,PE,Nordeste,Livros,HQs,3,442.24,0.05,28.07,448.2,Cartão de Crédito,Confirmado,Standard,2024-03-28,2024-04-01
ORD004327,2024-03-21,DF,Centro-Oeste,Livros,Técnicos,1,21.14,0.15,39.11,57.07,Cartão de Crédito,Confirmado,Standard,2024-03-26,2024-03-27
ORD004328,2024-02-25,MA,Nordeste,Casa e Decoração,Iluminação,1,466.27,0.0,21.18,487.45,Cartão de Débito,Cancelado,Standard,2024-03-09,
ORD004329,2024-05-21,RS,Sul,Esportes,Acessórios,2,1108.77,0.0,17.69,1126.46,PIX,Confirmado,Standard,2024-06-04,2024-06-02
ORD004330,2024-05-25,MG,Sudeste,Esportes,Equipamentos,1,300.48,0.0,12.44,312.92,Cartão de Crédito,Confirmado,Standard,2024-06-07,2024-06-05
ORD004331,2024-06-14,SP,Sudeste,Eletrônicos,Smartphones,1,1603.09,0.05,20.44,1543.38,PIX,Confirmado,Standard,2024-06-26,2024-06-27
ORD004332,2024-06-16,CE,Nordeste,Livros,Técnicos,1,56.07,0.0,40.6,96.67,PIX,Cancelado,Standard,2024-06-29,
ORD004333,2024-03-13,SC,Sul,Livros,HQs,1,129.82,0.0,18.52,148.34,Cartão de Crédito,Confirmado,Standard,2024-03-24,2024-03-28
ORD004334,2024-01-14,GO,Centro-Oeste,Livros,Técnicos,3,172.86,0.0,41.77,214.63,Cartão de Crédito,Confirmado,Standard,2024-01-28,2024-02-05
ORD004335,2024-07-21,MG,Sudeste,Casa e Decoração,Têxtil,2,2357.46,0.0,10.21,2367.67,PIX,Confirmado,Standard,2024-07-29,2024-07-31
ORD004336,2024-01-18,GO,Centro-Oeste,Casa e Decoração,Decoração,1,1896.19,0.0,36.06,1932.25,Cartão de Débito,Cancelado,Standard,2024-01-27,
ORD004337,2024-10-16,PA,Norte,Esportes,Roupas Esportivas,1,576.59,0.0,48.84,625.43,Cartão de Crédito,Confirmado,Standard,2024-10-27,2024-10-27
ORD004338,2024-09-18,SP,Sudeste,Moda,Calçados,1,151.28,0.05,38.41,182.13,Cartão de Crédito,Confirmado,Standard,2024-09-25,2024-09-25
ORD004339,2024-02-02,MA,Nordeste,Eletrônicos,Notebooks,1,4131.09,0.0,23.81,4154.9,Cartão de Crédito,Confirmado,Scheduled,2024-02-08,2024-02-09
ORD004340,2024-03-18,RJ,Sudeste,Esportes,Equipamentos,1,744.34,0.0,16.79,761.13,Cartão de Crédito,Confirmado,Standard,2024-03-27,2024-03-29
ORD004341,2024-04-30,RJ,Sudeste,Casa e Decoração,Decoração,1,1867.43,0.05,36.65,1810.7,Cartão de Débito,Cancelado,Standard,2024-05-09,
ORD004342,2024-06-22,RJ,Sudeste,Livros,Técnicos,1,27.75,0.0,23.89,51.64,Cartão de Crédito,Confirmado,Standard,2024-07-01,2024-07-01
ORD004343,2024-02-05,PE,Nordeste,Livros,HQs,1,112.15,0.0,47.43,159.58,PIX,Confirmado,Standard,2024-02-17,2024-02-28
ORD004344,2024-02-01,CE,Nordeste,Livros,Infantis,2,220.76,0.0,13.97,234.73,PIX,Cancelado,Standard,2024-02-12,
ORD004345,2024-03-20,CE,Nordeste,Eletrônicos,Notebooks,1,2028.96,0.05,47.6,1975.11,PIX,Confirmado,Standard,2024-03-27,2024-04-04
ORD004346,2024-08-17,MG,Sudeste,Eletrônicos,Tablets,1,2074.29,0.0,11.01,2085.3,Cartão de Crédito,Confirmado,Standard,2024-08-28,2024-08-26
ORD004347,2024-04-26,RS,Sul,Eletrônicos,Smartwatches,1,4584.32,0.0,18.99,4603.31,Cartão de Crédito,Confirmado,Standard,2024-05-05,2024-05-04
ORD004348,2024-01-13,SP,Sudeste,Moda,Calçados,1,362.47,0.0,45.92,408.39,Cartão de Débito,Cancelado,Same-Day,2024-01-13,
ORD004349,2024-01-22,SP,Sudeste,Moda,Calças,3,465.79,0.1,38.73,457.94,Cartão de Débito,Confirmado,Scheduled,2024-01-25,2024-01-24
ORD004350,2024-03-19,AM,Norte,Moda,Acessórios,1,468.13,0.05,38.72,483.44,Cartão de Crédito,Confirmado,Scheduled,2024-03-27,2024-03-27
ORD004351,2024-06-12,SC,Sul,Livros,Infantis,1,144.92,0.0,21.46,166.38,Cartão de Crédito,Confirmado,Standard,2024-06-24,2024-06-25
ORD004352,2024-01-10,CE,Nordeste,Casa e Decoração,Iluminação,1,1584.2,0.0,14.9,1599.1,Cartão de Crédito,Confirmado,Standard,2024-01-22,2024-01-30
ORD004353,2024-01-13,GO,Centro-Oeste,Livros,HQs,1,143.77,0.0,32.71,176.48,Cartão de Crédito,Confirmado,Scheduled,2024-01-16,2024-01-20
ORD004354,2024-02-04,SP,Sudeste,Moda,Acessórios,1,165.37,0.0,10.39,175.76,Cartão de Débito,Confirmado,Standard,2024-02-14,2024-02-12
ORD004355,2024-01-19,RS,Sul,Moda,Acessórios,1,347.87,0.0,10.49,358.36,Boleto,Confirmado,Standard,2024-01-29,2024-02-09
ORD004356,2024-09-08,SP,Sudeste,Casa e Decoração,Móveis,1,1679.4,0.0,39.3,1718.7,Cartão de Crédito,Confirmado,Standard,2024-09-18,2024-09-18
ORD004357,2024-10-24,MA,Nordeste,Casa e Decoração,Têxtil,1,410.32,0.0,29.07,439.39,Cartão de Crédito,Confirmado,Standard,2024-11-03,2024-11-06
ORD004358,2024-03-25,BA,Nordeste,Moda,Calças,1,182.48,0.0,24.99,207.47,PIX,Confirmado,Scheduled,2024-04-01,2024-03-30
ORD004359,2024-10-01,SP,Sudeste,Esportes,Suplementos,1,545.36,0.15,28.64,492.2,Cartão de Crédito,Confirmado,Standard,2024-10-15,2024-10-16
ORD004360,2024-05-16,CE,Nordeste,Casa e Decoração,Têxtil,3,1956.84,0.15,54.11,1717.43,Cartão de Crédito,Confirmado,Same-Day,2024-05-16,2024-05-16
ORD004361,2024-07-17,MG,Sudeste,Moda,Acessórios,1,311.49,0.0,11.88,323.37,Boleto,Cancelado,Standard,2024-07-27,
ORD004362,2024-05-11,SC,Sul,Moda,Vestidos,1,169.36,0.05,26.88,187.77,Cartão de Crédito,Confirmado,Standard,2024-05-19,2024-05-19
ORD004363,2024-05-13,BA,Nordeste,Eletrônicos,Tablets,1,2870.28,0.0,39.54,2909.82,Cartão de Crédito,Confirmado,Standard,2024-05-25,2024-05-27
ORD004364,2024-08-19,SP,Sudeste,Livros,HQs,1,101.37,0.0,49.44,150.81,Cartão de Crédito,Confirmado,Same-Day,2024-08-19,2024-08-19
ORD004365,2024-09-19,PA,Norte,Livros,Não-ficção,1,136.16,0.0,49.46,185.62,Cartão de Débito,Confirmado,Same-Day,2024-09-19,2024-09-19
ORD004366,2024-04-04,RJ,Sudeste,Eletrônicos,Fones de Ouvido,1,3857.15,0.05,31.87,3696.16,Cartão de Crédito,Confirmado,Standard,2024-04-14,2024-04-12
ORD004367,2024-02-24,ES,Sudeste,Moda,Calças,1,195.23,0.0,38.53,233.76,PIX,Confirmado,Standard,2024-03-09,2024-03-07
ORD004368,2024-10-18,ES,Sudeste,Casa e Decoração,Utensílios,1,1012.87,0.05,35.43,997.65,Cartão de Crédito,Confirmado,Standard,2024-10-23,2024-10-24
ORD004369,2024-10-30,AM,Norte,Casa e Decoração,Decoração,1,830.77,0.05,97.25,886.48,Cartão de Crédito,Confirmado,Same-Day,2024-10-30,2024-11-02
ORD004370,2024-08-25,SP,Sudeste,Moda,Acessórios,1,72.75,0.0,42.81,115.56,Boleto,Confirmado,Scheduled,2024-08-28,2024-08-29
ORD004371,2024-05-09,RS,Sul,Esportes,Roupas Esportivas,1,107.09,0.0,73.28,180.37,Cartão de Crédito,Confirmado,Same-Day,2024-05-09,2024-05-09
ORD004372,2024-06-07,SP,Sudeste,Moda,Calças,2,970.61,0.1,18.93,892.48,PIX,Confirmado,Standard,2024-06-18,2024-06-17
ORD004373,2024-06-19,RS,Sul,Livros,Infantis,1,63.86,0.0,11.11,74.97,Cartão de Débito,Confirmado,Standard,2024-06-28,2024-06-28
ORD004374,2024-06-16,PE,Nordeste,Livros,HQs,1,95.86,0.05,53.04,144.1,Cartão de Crédito,Cancelado,Scheduled,2024-06-19,
ORD004375,2024-03-25,MA,Nordeste,Livros,Infantis,1,112.52,0.0,96.06,208.58,PIX,Confirmado,Same-Day,2024-03-25,2024-03-25
ORD004376,2024-10-14,DF,Centro-Oeste,Casa e Decoração,Utensílios,1,839.4,0.0,41.58,880.98,PIX,Cancelado,Standard,2024-10-20,
ORD004377,2024-02-09,DF,Centro-Oeste,Eletrônicos,Smartphones,1,1138.27,0.05,80.43,1161.78,Boleto,Confirmado,Same-Day,2024-02-09,2024-02-11
ORD004378,2024-01-16,DF,Centro-Oeste,Eletrônicos,Smartphones,1,2237.5,0.0,13.53,2251.03,PIX,Cancelado,Standard,2024-01-24,
ORD004379,2024-05-20,MA,Nordeste,Eletrônicos,Tablets,1,1837.69,0.0,26.42,1864.11,Boleto,Confirmado,Standard,2024-05-30,2024-06-04
ORD004380,2024-08-15,BA,Nordeste,Esportes,Equipamentos,1,655.42,0.0,41.98,697.4,PIX,Confirmado,Standard,2024-08-26,2024-08-24
ORD004381,2024-02-19,SP,Sudeste,Casa e Decoração,Utensílios,2,2857.32,0.0,75.49,2932.81,Boleto,Confirmado,Same-Day,2024-02-19,2024-02-20
ORD004382,2024-04-07,BA,Nordeste,Casa e Decoração,Móveis,1,981.93,0.0,49.66,1031.59,Boleto,Confirmado,Standard,2024-04-16,2024-04-17
ORD004383,2024-05-23,BA,Nordeste,Eletrônicos,Tablets,1,3685.07,0.0,27.04,3712.11,Cartão de Débito,Confirmado,Standard,2024-05-30,2024-05-31
ORD004384,2024-01-18,MA,Nordeste,Eletrônicos,Tablets,1,1086.27,0.0,46.94,1133.21,Boleto,Confirmado,Standard,2024-01-23,2024-01-21
ORD004385,2024-03-13,PR,Sul,Livros,Não-ficção,1,52.25,0.0,13.73,65.98,Cartão de Crédito,Confirmado,Standard,2024-03-21,2024-03-20
ORD004386,2024-03-02,MA,Nordeste,Eletrônicos,Fones de Ouvido,1,3269.39,0.0,31.42,3300.81,Cartão de Débito,Confirmado,Standard,2024-03-15,2024-03-14
ORD004387,2024-03-30,SP,Sudeste,Eletrônicos,Smartphones,2,7373.25,0.0,54.73,7427.98,PIX,Confirmado,Same-Day,2024-03-30,2024-03-30
ORD004388,2024-04-30,PE,Nordeste,Esportes,Calçados,2,694.64,0.1,34.16,659.33,PIX,Confirmado,Standard,2024-05-12,2024-05-12
ORD004389,2024-05-19,PR,Sul,Eletrônicos,Smartwatches,1,3404.56,0.0,17.92,3422.48,Cartão de Crédito,Confirmado,Standard,2024-05-24,2024-05-25
ORD004390,2024-09-02,RJ,Sudeste,Moda,Calças,1,70.08,0.0,42.29,112.37,PIX,Confirmado,Scheduled,2024-09-10,2024-09-11
ORD004391,2024-02-03,BA,Nordeste,Livros,Ficção,1,96.15,0.0,30.82,126.97,Cartão de Crédito,Confirmado,Standard,2024-02-13,2024-02-11
ORD004392,2024-01-20,PE,Nordeste,Livros,Infantis,1,121.06,0.0,19.16,140.22,Cartão de Débito,Confirmado,Standard,2024-01-29,2024-01-30
ORD004393,2024-07-30,MG,Sudeste,Eletrônicos,Smartwatches,2,6448.86,0.0,35.94,6484.8,Boleto,Confirmado,Standard,2024-08-04,2024-08-07
ORD004394,2024-01-23,GO,Centro-Oeste,Eletrônicos,Tablets,1,1985.66,0.0,24.11,2009.77,Boleto,Confirmado,Standard,2024-02-06,2024-02-10
ORD004395,2024-05-24,ES,Sudeste,Livros,Não-ficção,1,35.02,0.0,30.01,65.03,Cartão de Crédito,Confirmado,Standard,2024-06-03,2024-06-03
ORD004396,2024-05-16,SP,Sudeste,Casa e Decoração,Utensílios,2,3576.29,0.1,64.41,3283.07,Cartão de Débito,Confirmado,Same-Day,2024-05-16,2024-05-23
ORD004397,2024-04-30,ES,Sudeste,Livros,Ficção,1,98.9,0.0,20.37,119.27,Cartão de Débito,Confirmado,Standard,2024-05-10,2024-05-10
ORD004398,2024-01-23,AM,Norte,Esportes,Acessórios,1,596.1,0.0,26.7,622.8,Cartão de Crédito,Confirmado,Scheduled,2024-01-28,2024-01-30
ORD004399,2024-10-13,ES,Sudeste,Livros,Não-ficção,1,74.48,0.05,20.82,91.58,Cartão de Crédito,Confirmado,Standard,2024-10-22,2024-10-23
ORD004400,2024-01-25,PR,Sul,Casa e Decoração,Móveis,3,3263.23,0.0,21.5,3284.73,Cartão de Débito,Confirmado,Standard,2024-02-04,2024-02-04
ORD004401,2024-07-07,PE,Nordeste,Livros,HQs,1,92.73,0.0,36.93,129.66,Cartão de Crédito,Cancelado,Scheduled,2024-07-13,
ORD004402,2024-03-24,SC,Sul,Casa e Decoração,Têxtil,1,1926.52,0.0,21.8,1948.32,PIX,Confirmado,Standard,2024-04-02,2024-04-07
ORD004403,2024-10-03,MG,Sudeste,Casa e Decoração,Decoração,1,1609.23,0.0,11.79,1621.02,Cartão de Débito,Cancelado,Standard,2024-10-08,
ORD004404,2024-07-27,MG,Sudeste,Esportes,Acessórios,2,549.75,0.0,31.13,580.88,Cartão de Crédito,Confirmado,Standard,2024-08-02,2024-08-08
ORD004405,2024-07-09,PE,Nordeste,Casa e Decoração,Decoração,2,3611.01,0.0,36.67,3647.68,Cartão de Crédito,Confirmado,Scheduled,2024-07-13,2024-07-13
ORD004406,2024-03-16,AM,Norte,Livros,HQs,1,99.11,0.1,42.37,131.57,Boleto,Confirmado,Scheduled,2024-03-25,2024-03-24
ORD004407,2024-07-27,SC,Sul,Livros,Ficção,1,117.11,0.0,60.68,177.79,Cartão de Crédito,Confirmado,Same-Day,2024-07-27,2024-07-28
ORD004408,2024-05-09,MA,Nordeste,Moda,Vestidos,1,269.31,0.0,82.27,351.58,Boleto,Confirmado,Same-Day,2024-05-09,2024-05-09
ORD004409,2024-07-02,GO,Centro-Oeste,Livros,Infantis,2,140.16,0.0,35.23,175.39,Cartão de Crédito,Confirmado,Standard,2024-07-08,2024-07-07
ORD004410,2024-10-03,AM,Norte,Moda,Camisetas,1,380.33,0.0,30.87,411.2,PIX,Confirmado,Standard,2024-10-14,2024-10-13
ORD004411,2024-06-24,CE,Nordeste,Moda,Acessórios,3,1410.86,0.0,32.15,1443.01,Cartão de Crédito,Confirmado,Standard,2024-07-04,2024-07-05
ORD004412,2024-06-23,CE,Nordeste,Moda,Acessórios,3,258.58,0.0,48.76,307.34,Cartão de Crédito,Cancelado,Standard,2024-06-28,
